..\imagens_para_conversao\Dead1: .word 17, 17
.byte 199,199,199,199,255,255,255,255,255,255,255,255,199,199,199,199,199,
199,199,199,255,153,153,153,153,153,153,153,153,255,199,199,199,199,
199,199,255,153,153,234,234,234,234,234,234,153,153,255,199,199,199,
199,199,255,153,234,234,234,234,234,234,234,234,153,255,199,199,199,
199,199,255,153,234,153,153,234,234,234,234,234,153,255,199,199,199,
199,199,255,153,153,153,153,153,153,153,153,234,153,255,199,199,199,
199,199,255,153,153,153,153,153,153,153,153,153,153,255,199,199,199,
199,199,255,153,153,153,255,153,153,255,153,153,153,255,199,199,199,
199,199,255,153,234,255,255,234,234,255,255,234,153,255,199,199,199,
199,199,199,255,234,234,234,234,234,234,234,234,255,199,199,199,199,
199,199,199,199,255,153,153,153,153,153,153,255,199,199,199,199,199,
199,199,199,255,153,153,234,234,234,234,153,153,255,199,199,199,199,
199,199,255,153,234,234,234,234,234,234,234,234,153,255,199,199,199,
199,199,255,153,153,255,153,234,234,153,255,153,153,255,199,199,199,
199,199,199,255,255,255,153,234,234,153,255,255,255,199,199,199,199,
199,199,199,199,199,255,153,153,153,153,255,199,199,199,199,199,199,
199,199,199,199,199,199,255,255,255,255,199,199,199,199,199,199,199,


